,AS1501_3D7,AS1502_3D7,AS1503_3D7,AS1504_3D7,AS1505_3D7,AS1506_3D7,AS1507_3D7,AS1508_3D7,AS1509_3D7,AS1510_3D7,AS1511_3D7,AS1512_3D7,AS1513_3D7,AS1514_3D7,AS1515_3D7,AS1516_3D7
PF3D7_1453900,63.19955088,166.7129208,146.6469308,104.4710047,115.6733426,118.5289082,74.50848068,73.76937479,50.01264573,48.30240462,53.90704344,48.41747257,56.14675519,52.75849233,85.33488998,69.9811912
PF3D7_1454000,57.2581269,111.870696,112.5695575,106.9057365,107.573486,90.42727853,81.34868724,71.79637167,73.11610974,65.49807955,57.18322912,60.80285756,68.79077309,66.01683177,65.21759498,67.44096526
PF3D7_1454100,1.334804411,2.573800997,2.42568562,2.071499043,2.099926079,2.488144274,0.867357931,1.291961233,1.878380895,2.749127661,2.794460176,7.064103602,6.796155467,3.997998601,29.30347309,36.66013542
PF3D7_1454200,25.13802471,68.66827784,60.75593036,39.85184506,40.27972088,44.47225841,26.25656053,28.29624986,19.8314727,24.56470946,29.52092683,28.43961603,27.05733919,20.79681605,20.70726024,17.13910148
PF3D7_1454300,7.077522548,33.58709499,24.79864832,15.85163261,17.04763156,16.35402661,7.240627014,10.19288823,6.095263521,6.53451438,7.897848878,6.778219514,7.041099585,6.924832283,6.696504492,6.360892282
PF3D7_1454400,149.8663948,251.0707585,260.0500515,231.9543081,240.9251718,258.8821371,248.8849024,268.0337978,274.6163018,316.0544602,402.6576134,433.7886242,425.4001428,360.4642025,404.6300245,351.3193682
PF3D7_1454500,164.9625356,201.8117888,204.9697585,157.3926244,151.3890936,164.3663528,134.1504732,143.8304244,130.4893293,126.6604868,134.4083913,139.7571141,99.90749129,117.8739795,157.9548327,155.7280334
PF3D7_1454600,7.204074822,13.98245368,13.62410777,14.06705464,22.85682386,20.67323351,19.95677467,26.88215568,26.12063108,24.9686217,23.38068499,26.33682104,30.4905778,45.47021419,56.14316991,54.21199565
PF3D7_1454700,72.45575122,146.4185448,185.8792688,210.0136744,216.044498,255.0162198,244.8991592,260.3334022,244.4902612,245.6204113,245.4574952,269.5693565,345.0545566,368.5732419,402.2674611,435.9877504
PF3D7_1454800,0.968969128,5.987337066,3.40531513,1.99931044,2.381073207,3.325065529,1.545474132,0.767346671,0.608533315,0.515625858,0.905312718,0.393342132,0.316588585,0.547977431,1.200309451,0.853878377
PF3D7_1454900,5.157416327,4.203874961,5.43751932,3.110589692,3.620986905,2.359723924,4.112955352,3.131269482,3.131002055,3.110388239,1.766819983,1.395730147,2.359095585,2.722210462,2.555497542,3.029891015
PF3D7_1455000,2.687651596,4.500498742,5.46838926,3.673634708,2.913235207,3.485520841,2.585190915,2.66984365,1.343659326,1.828527221,1.574935751,1.684384801,1.874689705,1.979918454,1.590190989,2.371018729
PF3D7_1455100,71.57414403,132.9597662,122.8791821,97.81510088,79.40206751,102.7806108,59.79726948,65.51445273,68.9818506,78.31817172,106.6768926,110.5588686,77.4445623,81.83023434,155.7924904,130.4460564
PF3D7_1455200.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1455200.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056994309
PF3D7_1455300,105.5954327,71.4521137,48.13764271,36.4648248,22.26027875,20.75218203,10.22517051,9.083199348,11.69509402,18.07855146,26.93342379,40.47046343,34.88174066,34.77549079,44.08337822,50.979404
PF3D7_1455400,101.3308881,240.125932,199.0776474,100.2929437,109.0113249,132.2584958,67.5052725,72.25395911,47.42474295,48.45152164,70.55361132,65.43656393,62.71222736,46.11336576,60.60502386,55.88302081
PF3D7_1455500,15.86440675,26.01196198,25.14585307,23.28856953,24.60452794,25.775404,24.76579447,24.86607455,26.32384639,28.68704952,33.45557213,36.60953738,40.55376884,43.6064942,57.23712228,54.8194653
PF3D7_1455600,1.602232417,2.019184037,1.656249576,1.025691061,1.188304627,1.183990963,0.814314782,0.897251817,2.011673779,2.910376397,3.620062799,2.646025946,2.968329588,3.551785472,7.111124656,10.0028154
PF3D7_1455700,2.602194458,4.933118577,4.29005556,2.718842494,3.835402178,4.212880645,4.198800895,4.972093228,4.73476176,4.972106487,5.796772763,7.405267697,11.89630066,12.9445689,30.69975143,37.79283122
PF3D7_1455800,0.700676069,1.10423168,1.108581124,0.933166789,0.901889816,0.979572251,0.682950559,0.834691064,0.703311062,0.87637275,0.630865321,0.548199325,1.081547221,1.005867101,1.70142752,1.835864897
PF3D7_1455900,2.998383491,2.498806795,3.778086313,2.395623456,2.289493469,6.714074626,4.309495177,6.861850043,5.558717779,5.800790901,7.050993287,9.379697003,19.81722778,19.02113966,26.72996817,38.0961122
PF3D7_1456000,3.202883409,5.900711764,4.982237982,3.626441552,4.408386967,6.428460023,5.671890066,7.872976849,6.523477134,7.064074253,8.980702166,10.52583546,20.37247545,25.6563033,44.40664847,57.29523909
PF3D7_1456100,0.282528795,0.907964354,1.026856116,0.712497241,0.888953589,1.053296496,0.32127837,1.093841907,0.506015823,0.612514518,1.881994582,2.710067824,3.525723308,2.636327703,1.711024272,1.851145617
PF3D7_1456200,0.810810944,2.041137636,1.62972905,1.350058842,1.758747256,1.826267052,1.383023726,1.569572737,1.158287843,1.611330806,2.957697801,4.626239853,7.838265678,8.499877191,9.923012795,10.26109527
PF3D7_1456300,2.864980835,13.49080066,17.76645089,12.80993098,14.48104619,19.19639194,11.54461747,14.05111363,8.850063832,10.12349566,13.40559218,12.68906591,11.48965424,8.367852471,8.426691714,8.777397618
PF3D7_1456400,0.472086337,0.827534441,0.765731824,0.899144762,0.939104379,0.89999313,0.481059246,0.893097873,0.329422562,0.614081976,0.490080704,0.553621308,0.706949166,0.75643538,0.99415394,0.820471226
PF3D7_1456500,2.94701104,3.980675914,3.866789209,3.59102413,4.536325568,5.823266589,6.289795434,7.525098054,7.282937904,8.38215363,11.52173178,13.68393209,25.65995482,34.10770057,53.49531335,59.37167711
PF3D7_1456600,2.577045553,3.726839505,4.061576761,3.374449904,3.250755975,3.350612723,2.788155904,3.068026142,3.085824965,4.173461066,4.590770167,4.526224183,7.87261508,8.870627556,11.37740129,12.94821776
PF3D7_1456700,27.03211684,73.76726574,76.28403017,69.66322757,67.5415375,80.89374751,66.29463582,65.4009008,80.08209585,72.45107857,74.97905663,72.35485459,78.16502839,85.97245908,96.97273774,101.5367346
PF3D7_1456800,662.1716396,764.1040415,710.8640938,776.3494438,683.7436952,695.7282829,756.7818753,688.7844795,848.4802043,800.9364387,739.2893355,695.1144355,608.7843062,543.50508,551.5639256,467.9161339
PF3D7_1456900,21.31077373,103.2505776,92.72138585,70.55518742,90.88758686,101.324632,75.66818873,87.1171787,56.53603431,55.09009377,53.66118798,47.6528678,45.53100022,46.73543999,105.8502622,118.2809059
PF3D7_1457000,101.6361807,211.8732623,253.5719803,237.4762992,294.6691341,371.2922749,346.6418024,427.0479315,469.3000082,480.5995057,487.9153303,420.2094001,382.2289738,414.7180765,532.9155991,566.8573947
PF3D7_1457100,6.64547009,17.8158872,15.89018655,12.31475718,18.50834216,26.16044203,26.05146653,34.58702277,31.47817551,33.93273109,34.84788294,24.95987208,20.61899553,18.79643172,43.89955303,45.34659248
PF3D7_1457200,99.94224436,140.5295344,179.8829652,234.787154,317.8651743,450.2297063,531.4591165,625.8260211,680.3837125,650.5111269,648.9583336,793.8580761,991.6345955,1277.73985,2233.261471,2402.061526
PF3D7_1457300,160.7201841,367.4777886,296.4036223,192.3411137,194.6261602,198.9757312,128.3981117,138.0204876,116.2536339,111.4879785,133.6220354,148.2254512,165.4243374,159.9002424,268.7614768,250.4832206
PF3D7_1457400,21.25961389,67.76272271,49.39476969,28.02886992,31.19704556,27.79682972,18.71219723,17.51827844,10.66177847,9.37735475,12.91240776,10.56206001,11.46105584,13.64922841,12.28746102,12.9817594
PF3D7_1457500,9.689691281,10.75991806,9.10734692,8.911761507,10.06691836,10.23249333,7.842361296,12.15879071,12.0728663,16.30666775,24.48116476,29.05112606,35.75755001,45.99748647,58.51937258,64.68636966
PF3D7_1457600,12.30450869,44.80845063,66.04122153,52.08006596,57.37477717,63.16023993,40.23742331,44.26094384,29.96532279,27.82192411,36.40043466,38.30825768,32.20031642,31.47160993,52.05096437,43.29695118
PF3D7_1457700,62.32456603,141.2803279,120.5024078,101.5291893,103.5604703,98.19884478,77.18488626,75.03420824,59.38034346,63.59298422,77.97074649,81.18166729,80.67791308,76.37597535,84.21522063,71.4769523
PF3D7_1457800,1.643786914,3.544934243,4.330706398,2.869889299,2.301434138,4.112349563,1.602202846,2.512146841,3.519592485,2.897837783,3.210806516,3.734408936,5.415455038,7.803785731,11.19931586,13.65104171
PF3D7_1457900,3.961670654,19.3103342,25.04984918,17.80936238,26.1734,26.36111823,15.91310677,16.62639963,12.14425426,12.37852673,15.56726608,13.67137064,17.15541877,19.03294005,26.23488861,30.75852252
PF3D7_1458000,163.7047843,296.3363087,251.7072456,196.7074594,186.3950654,191.3273817,140.997401,140.7542653,105.9568599,107.6165442,122.7334041,110.9397332,100.4648053,93.53590195,129.5670879,114.2155956
PF3D7_1458100,13.79549267,43.10753138,39.19220249,30.75210549,38.68523298,42.36171056,20.52992121,25.75163406,16.16738934,7.690690761,16.03477611,19.80044294,12.17390428,10.982768,51.0233238,63.87806248
PF3D7_1458200,16.36772176,45.63666062,52.17707382,28.91933968,33.70888711,52.17257475,22.39893253,31.36788758,11.1564441,12.64676935,20.18602683,15.00724262,14.23579077,13.30449708,15.70134526,16.92371558
PF3D7_1458300,3.251021339,6.089982367,5.21538994,3.070330089,3.756369346,4.206168026,4.197240899,6.63837678,5.559980645,6.204203218,8.515801289,8.857272478,11.78666135,15.63115477,21.67033502,30.79183715
PF3D7_1458400,3.484620839,6.03395302,8.930585602,6.804253559,13.51492431,18.94168507,12.93786113,15.44375951,14.09512891,13.1061683,16.10000142,22.17978113,23.02882346,19.49036445,48.23199304,43.29661691
PF3D7_1458500,2.719046023,4.732934055,4.072211617,2.839679938,4.378027705,5.805669972,4.770468623,7.751767395,6.420647422,6.549676075,7.147043603,8.46220744,13.90324615,19.80546999,32.17319252,41.7877622
PF3D7_1458600,30.81721402,98.361284,87.05528801,58.86153852,62.8275447,64.99208124,41.3503952,44.39766319,31.84474702,29.15124454,34.22144296,30.42487877,32.43503091,31.20034726,41.39675496,38.19803646
PF3D7_1458700,6.856688322,6.650197679,5.555281038,5.662975138,5.337716573,6.285375753,6.72324905,9.954914092,12.9528207,12.8979293,16.24576001,20.35045524,33.45979145,36.82207099,62.66022221,74.35857532
PF3D7_1458800,8.526033206,34.51449304,36.10925626,24.52609418,28.58112701,28.68476951,17.86396774,17.30074337,10.1644739,13.03354507,15.58162363,15.16365715,16.73879889,14.21672393,16.39752998,12.92033347
PF3D7_1458900,13.59073582,44.76853855,52.95077922,41.41428768,36.60697584,40.50774276,29.2536175,27.58793985,17.82133279,22.71209136,20.58508681,25.37993283,18.71264672,22.18003886,24.00618903,26.98865584
PF3D7_1459000,416.1147814,640.0994517,561.1197498,496.9154897,446.8340135,413.6539855,334.7347005,288.7736493,272.1525829,219.4415397,191.1832566,177.2398588,211.0604789,226.2234724,261.1231152,270.9726066
PF3D7_1459100,13.76956129,17.8322265,13.08013251,9.460299905,9.752766736,9.701580084,8.015452463,7.272004014,7.297824338,6.734474315,8.579482998,9.678286679,15.46493582,17.05219241,15.26333353,15.34546776
PF3D7_1459200,116.6107722,175.8723631,137.146272,98.38455777,90.50889079,79.48332637,51.16958156,45.11773682,44.05978526,37.8966128,35.13058428,35.23415639,45.5572133,44.76677545,43.73282286,45.56325387
PF3D7_1459300,11.93361979,30.53340761,20.24577032,10.48423825,9.255750739,11.87106728,7.269828978,4.886786697,5.020399846,5.597254378,6.158508887,5.465385419,6.942037855,8.645064991,6.983905782,6.85911512
PF3D7_1459400,33.45927121,147.505466,155.7741549,119.1772582,137.542639,158.0299961,108.6194118,110.3370254,59.33199818,47.61222639,49.20812679,41.11059706,35.84599786,37.07686002,78.17499298,91.61977262
PF3D7_1459500,0.492443243,2.978104439,2.52937836,1.589248111,1.978407117,2.503471651,0.807248424,1.603234575,1.082427072,1.848894567,3.348448735,3.775922934,5.309522112,4.703379179,4.473432555,4.544447676
PF3D7_1459600,49.72913879,148.7605628,132.7088149,101.0130218,116.3095308,116.8644446,77.92648637,73.67293479,53.95990857,48.70960606,55.31776778,50.82058823,53.96315592,55.41097217,76.60279134,77.60365031
PF3D7_1459700,9.084085576,8.758072836,9.604734982,8.811063637,13.31676608,15.02821862,13.94548924,14.80073181,16.56034672,23.04203052,24.80965496,35.07983566,60.1724424,75.18992401,72.54995408,82.96036227
PF3D7_1459800,39.61256989,69.69128778,55.79799933,57.87568817,69.08318665,88.44129215,84.30434714,106.4614885,128.1162147,142.4363602,152.233528,163.406251,183.3651242,214.6151361,365.9074493,384.6083429
PF3D7_1459900,2.022847922,1.950251271,1.448136589,0.719418804,1.253657838,2.042458637,0.219074941,0.65264021,1.20765632,2.119647534,2.694938633,3.345435662,1.952160283,2.485670819,10.82134655,12.7696631
PF3D7_1460000,1.76771395,1.988319238,1.752215166,1.028751214,1.074470777,1.02972187,0.574331603,0.855487843,0.39575224,0.095808859,1.261626677,0.803959426,0.485311049,0.661830849,0.936727984,0.951959001
PF3D7_1460100,33.12626053,51.64576448,42.95614602,36.62375359,27.89048503,29.45130894,20.20731132,21.42568429,19.04466608,20.26915757,21.07767955,23.22649095,21.63193476,20.43148978,36.69412268,27.80343243
PF3D7_1460200,10.0514817,16.31048889,14.31354986,12.31718039,10.75127443,12.0731546,8.831280756,8.358597671,6.356999805,8.148730075,11.23557749,13.4157763,22.0481336,24.16971882,29.19324059,29.46642792
PF3D7_1460300,480.4946912,988.2197244,1236.574317,1550.353294,1396.52945,1493.956832,1458.768488,1613.995236,1470.435739,1803.117085,1786.295157,1969.631806,1908.959332,2597.916677,3641.809482,3305.906289
PF3D7_1460400,42.60553098,101.7590334,92.47133798,84.45915008,100.44742,106.744593,81.53536812,119.2763007,146.4462845,191.5173854,177.2645043,153.665097,159.8500605,205.797275,156.4858371,158.1232501
PF3D7_1460500,4.112036778,14.00433545,11.05015055,8.228119782,10.43685356,11.85220592,7.690697592,10.6996226,8.895095053,10.61090444,15.53528821,16.06970016,27.9978789,32.79643244,55.27965273,64.02453798
PF3D7_1460600,50.4319167,33.29243258,19.43508454,12.17700822,8.16139666,7.773363486,4.849054744,7.364468055,8.760429262,13.41838432,27.06824269,24.39249197,23.48917321,24.07055224,40.80649347,57.8373659
PF3D7_1460700,1285.762708,1852.421773,2044.926484,2395.429706,2134.03397,2295.105747,2522.276865,2532.100465,2885.762261,2960.279957,2944.852942,3200.333269,3005.144457,2918.333953,3088.383971,2834.251776
PF3D7_1460800,3.199426366,4.52775841,3.363922511,2.872739239,3.647555992,4.40902295,4.04289715,5.673659941,4.867788111,5.573785806,7.907251809,8.469843559,12.81287764,12.03654828,12.23806075,14.30682619
PF3D7_1460900.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1460900.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1461000,1.435871591,2.330777448,2.396342649,2.378987182,1.659618998,3.011106049,2.270694101,2.680298605,2.159311762,2.572931448,3.864918712,4.928672082,6.4243228,7.899271429,5.031135785,5.160283135
PF3D7_1461100,1.777225459,2.773743165,4.133757005,4.362436544,4.529886766,4.354252479,3.550287126,4.80288413,3.302361481,5.167182855,7.685841934,9.376400226,11.62054499,11.38413161,20.09283146,19.57278416
PF3D7_1461200,40.99687316,108.0670031,105.7042844,67.025378,75.0370819,87.29802932,59.82412776,56.1956326,43.65565084,45.00516999,50.19811418,51.85061642,49.25619412,45.61763203,90.95279634,73.44398186
PF3D7_1461300,864.3774604,1088.061755,1261.045205,1709.325614,1518.13426,1482.751035,1788.77267,1885.528755,1795.531239,2024.779334,2279.091485,2428.077846,2319.366384,2227.60884,2441.561811,2233.347148
PF3D7_1461400,68.89280504,53.49203124,30.70987632,18.93369365,15.87031103,12.73922165,10.19749766,12.086304,12.84890776,21.59881689,32.29555974,34.22563663,31.90022055,33.17129632,47.21341047,64.81082278
PF3D7_1461500,3.828609726,12.91922549,9.90927536,6.189234945,5.931941963,6.393317054,2.902475809,1.338177732,2.857138124,1.72923306,1.578777058,2.321677952,1.847410219,1.690710853,2.608477369,2.577254857
PF3D7_1461600,156.7286127,362.4137043,346.9498018,327.2288682,298.5622979,278.4987592,245.0989765,210.9892107,223.5484828,187.9752851,173.4648602,157.1163957,171.773822,176.9207368,189.2001051,185.2383978
PF3D7_1461700,4.577806904,17.37822327,18.54772641,9.890592379,11.19559731,11.2799139,10.54147218,11.79719981,3.689532695,7.703937522,8.625420387,9.368975988,9.460265199,6.526109164,12.47565729,14.1444617
PF3D7_1461800,6.986125958,17.50591727,16.10545798,12.65551721,15.81340486,12.425511,9.880599676,9.934898967,9.393400199,8.047244798,8.332015867,6.948087302,9.665773023,10.96104855,13.21304149,11.95936134
PF3D7_1461900,45.73516522,138.8704433,179.81807,179.4103771,186.809956,191.762716,173.5081568,167.1722046,162.7756895,161.8254654,172.6981512,177.5519706,192.4418246,181.1778633,192.7684877,179.5561044
PF3D7_1462000,0.119135549,0.344579915,2.302774576,0.935994957,0.920086837,0.749502476,1.045095212,1.556707387,0.274338789,0.46490856,1.224398349,2.305242825,0.64225963,0.494078011,0.324673868,0.288708877
PF3D7_1462100,0.60968844,0.960435853,1.262644936,0.836358041,1.233215016,1.666683908,1.48035584,2.592309729,1.93044089,2.474810999,3.263533676,4.051276645,6.514966219,8.567534772,8.159406945,8.838600615
PF3D7_1462200,1.76771395,4.544729688,3.796466192,1.886043892,3.7922498,6.17833122,4.020321223,6.558740131,6.558179979,8.431179568,13.793785,11.69395529,17.11824427,18.12398326,73.06478276,84.08971178
PF3D7_1462300,96.22976544,256.8604749,209.5978792,145.4253726,151.9681275,154.5310738,102.4957762,113.0310688,90.89462265,89.83964229,104.0209647,94.48466149,97.35798376,98.07302992,135.6168485,137.1722916
PF3D7_1462400,78.10071961,135.8067942,115.4605916,79.72434926,90.20358201,85.00030215,50.61567309,40.41328347,33.51465641,27.93697518,28.87438112,25.88506094,27.42330719,28.87806429,28.02395672,23.63711622
PF3D7_1462500,0.742918663,0.964191505,1.161254,1.047627383,1.422135093,1.517996277,0.417764141,0.608446574,0.657981631,0.278762341,0.326292264,0.396950776,0.445008201,0.434503729,0.207655108,0.230815747
PF3D7_1462600,0.332851991,0.361019796,0.659867289,0.14528166,0.535546727,0.290837475,0.486647389,0.080542112,0.351300244,0.162363104,0.285069845,0.082571822,0.149533731,0.201308503,0.113388011,0.201655437
PF3D7_1462700,20.67951835,17.34763592,16.30373368,20.97523888,22.26066633,27.00738879,37.12072362,51.98045205,55.24558143,60.55993066,60.12880801,75.08851517,127.518075,183.4649247,195.9452001,241.1476835
PF3D7_1462800,5121.747203,6066.266194,7039.38273,8703.99618,9429.714106,9449.810001,11449.80857,11081.31458,11206.53258,10771.83988,10745.46601,11817.5687,17165.80423,17244.22962,12347.83901,13122.14648
PF3D7_1462900,2.230547745,10.89989857,13.53340443,10.0969555,13.22093424,14.33454405,7.600653259,8.30500822,5.384917327,6.282594766,7.82624918,7.443318322,7.854962449,6.844631459,5.931727277,5.521676385
PF3D7_1463000,18.72085985,62.24183802,53.92172819,32.43840127,32.51271252,46.8540113,27.85229474,33.12131466,29.56999262,36.29822483,52.85385579,51.94916642,49.36322986,41.40421703,59.03075268,53.49865818
PF3D7_1463100,0.610091673,4.515273107,4.909086769,1.535083087,2.679232286,2.709312654,0.734577211,1.250490872,0.49584196,0.805267543,0.799134066,0.694418826,0.677147807,0.706958537,0.146704489,0.347876376
PF3D7_1463200,12.89150231,15.84068826,21.48537456,18.38830672,18.9253417,22.8819123,26.85541282,29.90983874,29.00675467,34.97662069,41.85431263,54.68025701,95.38951715,119.1136158,143.4578544,166.3454079
PF3D7_1463300,3.63363423,4.670972179,4.282111013,3.218975249,3.949557939,3.894636939,3.895882709,5.509975405,4.152676416,5.698143161,6.592856046,8.933965285,15.21164181,18.19488024,26.88359752,33.39613207
PF3D7_1463400,42.30973507,156.7409166,134.3451618,85.01290693,97.2061277,106.2721859,62.93106463,67.31360823,47.42316373,44.18010874,55.70225286,56.10669527,45.80435589,37.11449512,62.88268061,55.25505254
