,AS1501_3D7,AS1502_3D7,AS1503_3D7,AS1504_3D7,AS1505_3D7,AS1506_3D7,AS1507_3D7,AS1508_3D7,AS1509_3D7,AS1510_3D7,AS1511_3D7,AS1512_3D7,AS1513_3D7,AS1514_3D7,AS1515_3D7,AS1516_3D7
PF3D7_1252600,220.1630185,312.2812402,236.289174,167.7657569,126.4673543,108.2233149,65.66988514,47.40985492,41.32061841,32.85695169,28.46051932,33.16549962,36.9341727,42.28720106,55.3147012,57.82486938
PF3D7_1252700,26.61979489,52.15228472,53.04433183,72.44218174,76.16115695,77.04420129,81.18451006,93.43849408,91.27999721,84.79530114,101.1300549,111.7667279,145.5052719,185.6774745,218.295303,227.8657754
PF3D7_1252800,66.71514715,158.500166,128.0784517,84.10054846,77.69817835,81.52243995,51.61748034,52.77191144,49.8036476,64.72461426,88.86359051,98.12851093,103.1620567,80.37002316,105.6904059,93.17760534
PF3D7_1252900,277.4311609,445.278861,185.3966608,45.18684425,29.37552096,18.71564662,4.287335038,2.961688907,0.880771903,1.99013489,2.839028919,3.795406541,9.62262673,6.873751981,29.01274293,24.40856281
PF3D7_1253000,259.4878709,474.4117616,324.2517659,183.6780571,166.1069961,155.3819629,99.69541245,96.44078273,71.14013399,62.27005041,69.70907931,71.94394981,91.10931123,85.22214956,228.1801036,250.9289661
PF3D7_1253100,95.30431649,211.6483761,174.8294407,108.352302,127.6575383,144.4888625,91.47174752,104.3418887,63.46433946,71.43826764,89.93608354,81.22038668,64.12151242,48.18029935,43.85905816,39.8131873
PF3D7_1253200,57.2037846,182.4181456,152.8181941,88.36238105,74.83372938,87.95590007,39.46478588,47.17811768,28.80753245,24.61192711,22.58431906,23.02456268,14.36520705,14.63882565,45.55174368,43.77651465
PF3D7_1253300,420.0904506,682.6195022,604.049243,519.9588295,421.6662688,387.3593734,317.7224733,240.1124585,192.7736057,134.156587,95.71704371,75.61334196,68.0223617,60.05806039,71.91368568,73.29468155
PF3D7_1253400,7.75649706,10.57400618,7.617953817,4.860859979,6.938378213,8.841744018,8.869451454,12.11365201,14.37911339,13.62432461,14.93156534,15.94070747,32.24059487,44.67323962,62.93029993,79.59907532
PF3D7_1253500,0.619956551,0,0.512100799,0.060132377,0,0.144453874,0.402848707,0.300028912,0.317244856,0.537619378,0.58995497,0.205059879,0.866492454,0.357094297,1.314082859,1.335449594
PF3D7_1253600,0.102355894,0,0.152187702,0.089351631,0.131749524,0.536615622,0.074824892,0.074302935,0,0.149785681,0.175324646,0,0.183933509,0.10612239,0.069736289,0
PF3D7_1253700,0.425212516,0.782636296,0.804652,0.877356975,1.194155256,0.729568899,1.186850148,0.561224294,0.400563818,0.867375944,0.926982438,1.035661466,1.215624387,0.881719004,0.316038925,0.405932872
PF3D7_1253800,3.569886261,9.735289384,10.76741343,6.633339698,7.220798449,5.240381053,5.144802046,4.738702252,2.642315709,2.487668612,2.882706287,2.125427663,2.01616941,2.009250579,3.474579991,3.790021568
PF3D7_1253900,0.105322731,0.15231431,0.23489841,0.413736901,0.610057576,0.552169698,0.153987459,0.152913286,0.242531394,0.256878824,0.54121956,0.627067168,0.567794745,0.491392805,0.574061042,0.510470769
PF3D7_1254000,0.753952924,1.029767642,1.183292278,0.585034312,0.86263665,0.439189731,0.489919754,0.364876659,0.482267036,0.326909766,0.430480111,0.249381179,0.225808861,0.477703668,0.057075233,0
PF3D7_1254100,0.196412661,0.639102612,0.803098618,1.028751214,0.442429143,0.617833122,0.287165802,0.213871961,0.678432412,0.910184158,0.672867561,1.754093293,2.161840127,1.018201307,0.602182275,0.634639334
PF3D7_1254200,0.701952067,1.373425058,0.859514636,1.189493591,1.54131971,1.039082978,1.026291416,1.85841772,2.424624926,4.310309906,4.73874626,7.989762064,4.897229675,2.183347575,1.631670661,1.434248836
PF3D7_1254300,0.287812612,0.971192235,0.356611447,0.544366704,1.852320034,0.905339624,0.420797412,0.905367772,0.994138583,0.842359075,1.72547226,2.855949476,1.982596832,2.138558785,0.98045079,0.503731881
PF3D7_1254400,2.065434194,2.765707211,2.786636926,3.906547373,3.052428435,2.245877594,2.4605575,1.832545011,1.233080664,1.007505788,1.6379013,1.138621962,0.652963957,0.674156444,0.1042374,0.154484575
PF3D7_1254500,2.272500887,1.985543549,1.971004247,2.479726053,2.071943647,0.992826298,1.938135313,1.168516511,2.8890466,3.417910817,3.243791499,4.791855294,7.954674912,12.81142674,5.870568864,6.195485618
PF3D7_1254600,0.335781381,0.485596118,0.499256026,0.544366704,0.679184013,1.106526207,0.561063216,1.950022894,1.215058269,1.778313602,2.382795026,5.140709057,3.189394904,3.232705139,1.960901579,0.968715155
PF3D7_1254700,0.488929377,1.22130924,1.32175252,0.970025355,1.945219265,1.025313275,2.599421323,2.839417347,3.684697135,5.767283104,6.928272409,12.37163251,6.789227684,3.179777292,3.149435808,1.292568185
PF3D7_1254800,1.279770547,2.908341168,2.51444713,1.955058649,2.941577413,2.396208125,1.80426815,1.128096129,2.262863662,2.541646328,3.053295253,4.353975805,2.176546522,0.852983736,0.996483318,0.553812627
PF3D7_1254900,0.204711788,0,0,0,0,0.429292498,0,0,0,0.199714241,0.701298585,0,0,0.212244779,0,0.16536377
PF3D7_1255000,0.882153975,2.065487698,1.186712198,1.210120647,1.730259639,0.969009945,0.429918743,0.487908288,0.725491307,0.532763712,0.719540455,0.750305802,0.339692232,0.304871836,0,0.203598168
PF3D7_1255100,1.863402169,0.958148139,2.339614932,1.771249716,2.291916213,1.389391104,1.937346491,1.803592604,2.193147131,2.54507635,4.113885429,5.485497829,2.678826489,1.202115731,0.902796852,0.769341985
PF3D7_1255200,10.92172122,16.1188683,27.61096743,38.08057049,46.68450592,51.22051693,41.85432066,31.64840012,21.44013861,14.34844278,7.647678065,5.120035205,3.332447165,2.410835038,2.138497557,1.919721053
PF3D7_1100100,32.22499253,63.69361628,113.2307179,133.0460115,141.4916253,149.7599563,108.6460173,79.05287663,48.70914739,31.46427876,20.91591706,15.30124319,12.06622355,8.414829784,8.555297714,8.761249792
PF3D7_1100200,111.5640966,242.2386447,331.7794552,378.4138543,406.2572001,380.3203291,331.5822491,272.4804475,230.1952508,179.3934668,133.5079326,90.94871232,52.77344085,36.9765839,22.04681911,17.62888217
PF3D7_1100300,31.02974451,65.27717865,65.14883288,60.42580932,53.7661692,39.06058162,40.75564849,44.36996479,33.07673017,43.53711881,57.16611762,65.53587464,40.05866854,23.2890408,13.59060056,9.709423479
PF3D7_1100400,2.153264729,4.411473725,6.136358461,7.009690627,7.044533167,8.372528686,6.493137848,9.37868154,8.832184915,13.91712385,23.97402199,30.24728157,15.47766416,9.906721605,4.034373434,4.09479484
PF3D7_1100500,6.292390984,6.985097116,6.588613936,8.858342515,9.696443593,8.735055278,11.9856702,18.85029209,26.98975121,42.40944079,62.69566584,72.81626305,60.717685,55.6831944,32.06253433,21.54871422
PF3D7_1100600,0.515409111,0.745367901,0.383167619,0.359941323,0.464393711,1.405095658,0.678200085,0.299319624,1.246198543,2.564415836,3.443077626,4.756371175,5.140354553,3.687188562,3.58177448,2.664585006
PF3D7_1100700,0.807474273,0.656855463,0.075036992,0.572719136,0.779518014,0.634995153,0.295142629,0.732709495,0.813490716,1.132407483,1.296671862,2.553992318,5.078608552,4.499884109,3.025780076,2.446005767
PF3D7_1100800,1.816817115,5.798448223,6.241007752,4.484527561,4.193269319,6.174780455,5.953739249,10.82388785,11.68541344,19.61934164,28.115423,49.04908573,42.38636719,32.99674442,37.30530733,21.60919578
PF3D7_1100900,0.207636242,1.351245523,0.540266343,0.679710623,1.002237447,1.306275744,0.455362914,0.904372863,0.537899984,0.253209127,0.44457321,0.154527266,0.373122261,0.215276848,0.282930085,0.293520692
PF3D7_1101000,1.843933789,3.13722012,6.289667871,3.503384109,5.444991503,7.278750412,5.074691181,5.984158744,6.494049552,5.185118235,4.087419363,3.39037435,1.072030377,2.474077205,2.955985963,2.628543511
PF3D7_1101100,7.225741212,7.807196357,7.903324785,5.546438687,24.58822537,3.047976735,4.128623753,6.390901564,6.406986471,9.723230463,11.5233376,15.26729391,7.238571863,5.166644346,2.942472884,1.442444544
PF3D7_1101200,1.384241612,2.472867624,1.937089408,2.061344636,2.200992041,1.536794993,1.130966714,0.945749399,0.609385602,1.707920384,1.743424353,3.454138894,2.853287878,2.448246504,0.721194334,0.624861978
PF3D7_1101300,3.468968027,4.381682361,7.31236621,6.248135519,6.556429462,5.1566978,7.960825969,10.20037871,14.6617921,22.3619613,33.62101689,45.2284035,29.23542549,13.43041361,7.539103775,6.065503123
PF3D7_1101400,3.05990251,7.336402287,6.345510508,4.252741629,4.353208634,4.306005914,3.355305682,2.630447385,2.503246461,2.238901751,2.344785018,1.857751623,2.061991442,2.546349418,1.316682944,1.39849194
PF3D7_1101500,94.07467263,192.2354473,181.0679044,162.4794352,157.6594104,163.6437995,146.9638367,129.2755642,122.6667276,115.6862513,96.52274274,88.63563974,60.81651351,53.98641726,63.45325207,46.7733297
PF3D7_1101600,35.36108117,62.42117367,64.08354022,56.0246332,51.83288615,50.27182407,49.49196924,44.57918758,38.75777659,33.20876061,28.88378673,21.63381728,14.13341898,10.1114883,13.63208591,12.50321909
PF3D7_1101700,2.004763713,9.513079115,9.128638205,6.343965819,5.80606521,10.24750799,8.060446983,8.549961835,9.882108893,17.78575831,47.10943014,60.42548965,46.32666693,22.27929791,25.18321662,13.51207324
PF3D7_1101800,26.86064597,66.02906079,84.38082102,138.2222376,183.7789467,233.6064148,210.0998359,203.1909583,170.3033163,130.2228591,104.9506961,61.92011307,33.40960457,23.21642895,20.3649676,18.00536825
PF3D7_1101900,2.744283195,2.792784065,3.929209765,6.210875627,7.980520091,8.312663823,9.807816609,9.591833393,12.17066629,9.22177015,9.227225783,6.959130035,8.767068509,10.32726696,6.647867731,5.254636166
PF3D7_1102100,1.540083382,0.835206946,1.574286032,1.512468672,2.10624735,5.248171862,1.266572344,2.655222754,0.886604829,2.159823544,2.637997325,5.587542212,6.918823382,7.38499385,11.93552743,9.79698204
PF3D7_1102200,1.230436988,0.704352948,0.800394582,1.857316271,1.31981886,1.236392679,0.749568583,0.669905824,1.298633705,1.325440367,0.790352373,0.724942731,2.026836973,1.063095544,1.746482006,1.408071045
PF3D7_1102300,15.96702734,49.76943314,69.45539425,82.25805679,56.12529703,42.64236682,29.78102647,28.00077517,41.27347951,33.50638462,27.23010911,21.1137736,15.41371648,12.38876859,15.28230531,14.11157173
PF3D7_1102400,9.389178919,32.88053487,31.222654,23.1684319,28.19001303,34.21480692,20.96093131,24.93296238,18.50686983,24.26210778,37.36298178,37.34369973,34.59424775,25.76157134,41.88734965,34.38765869
PF3D7_1102500,62.02177595,100.2876411,118.6338446,122.7582762,131.3481618,130.9410805,104.7893281,117.3948326,127.5315438,117.5214455,109.9411765,100.0693852,88.46878056,87.66762126,111.1304105,114.2523423
PF3D7_1102600,11.43526067,27.12426675,20.25998785,12.40805079,14.23766726,12.88666634,5.859449261,7.835681544,4.552813586,4.587553588,7.871560952,9.226186782,13.2033153,9.141351439,19.51385439,19.20833941
PF3D7_1102700,13054.85787,9659.316609,8481.241987,8146.065848,7259.075102,6497.491275,6141.327833,4837.411802,4625.316206,3013.342734,1904.822241,1656.868224,1372.501847,1347.39907,1236.312212,1147.921141
PF3D7_1102800,106111.6052,95765.59916,72480.08522,52732.78013,44675.34258,33806.23291,23826.9204,16053.98281,9917.491626,6802.231301,5580.13318,5811.071046,7207.484887,5760.30991,4983.590081,4737.609351
PF3D7_1102900,76.17173979,127.5759276,71.83541372,29.37021212,15.50374717,10.01881242,3.443330677,2.344670385,2.169308576,1.181642591,1.267856932,2.303600914,4.353093045,4.255704351,4.30944435,5.218145637
PF3D7_1103000,8.531141237,23.76103239,13.15431095,11.17089633,16.47155456,18.22160005,10.85611585,9.174797159,4.183666539,7.860492018,11.09500098,11.99265958,9.084715919,11.79342731,5.597095159,5.487560765
PF3D7_1103100,2250.410444,3876.749901,5199.813846,6198.107915,6412.118669,6424.827599,6912.766182,7117.237102,7416.269655,7956.962752,8913.012923,9713.58396,8254.013122,7110.720914,5816.043971,5212.927491
PF3D7_1103200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNA049713473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1103300,0,0,0,0,0,0,0,0,0,0,0.754427265,1.966710662,0.395735731,0,0,0.711565314
ENSRNA049713476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1103400,9.457880485,22.03945383,13.56020513,8.620508577,10.51150471,11.10438551,10.34189457,12.39005246,11.71312245,13.46248715,18.76992346,23.9702104,37.89244014,41.55152171,64.49181459,69.40971882
PF3D7_1103500,1.493274341,2.807382252,2.84934989,1.694621006,2.434659004,1.826698386,1.309948109,1.517611996,1.260831012,1.286857342,1.108388003,1.296547269,2.102007258,1.703046296,1.899119749,1.990311542
PF3D7_1103600,8.575376784,25.43344352,38.07797184,36.87112934,38.68903809,43.89086499,28.94286681,26.96839877,31.99668169,29.09676716,25.44381395,27.34514504,28.2863986,32.39916559,51.17639377,45.69530134
PF3D7_1103700,73.08626899,157.3889772,155.052048,115.6871165,123.9623769,146.0798606,103.4870839,124.8965883,105.8501648,117.4149248,149.4778022,149.8537587,158.7286366,161.1688498,281.6994541,266.4595161
PF3D7_1103800,10.52159093,13.98798252,11.79229028,9.188591061,10.44720584,11.49770583,10.36045159,13.14183579,14.24828782,17.87602368,27.22180302,35.22231817,49.56871697,62.38240399,77.88128852,81.49638575
PF3D7_1103900,6.329556401,31.86808438,53.67807534,43.17989638,63.06552194,77.67424583,60.32334516,63.64645577,23.48251541,34.07704762,73.08209928,66.29718199,61.92625912,46.66646506,21.72172911,21.96670986
PF3D7_1104000,16.37464656,42.40928346,58.14789676,60.75567265,75.94304347,92.85582971,64.29568666,70.23865947,62.80863483,67.08094093,75.48625118,78.31857891,72.16088855,66.53227578,117.8149892,117.9162934
PF3D7_1104100,64.90422522,144.055198,133.5140962,87.83111297,94.34855967,98.44614513,63.07910404,72.28052842,40.68255048,44.04674623,65.3164916,61.35798177,56.59020958,50.57768699,71.8788759,67.47602116
PF3D7_1104200,81.08580829,150.8033352,159.6492722,146.1823995,142.2601257,167.4571661,136.7790636,133.4736889,135.4956782,131.0654445,123.7651939,108.6087365,99.81608795,105.6334979,154.5131356,147.472036
PF3D7_1104300,10.85635726,21.25864965,25.24396852,23.30935252,28.61964212,32.61495246,30.40537659,37.49214177,37.45517223,42.47705048,50.86042095,68.57654865,123.7429593,129.435676,139.8150299,160.197528
PF3D7_1104400,61.35284526,115.0378019,166.7325494,209.8434623,220.935581,246.3482373,255.4532375,267.1269177,307.0909679,277.9890654,248.0237326,234.1542576,238.5392563,251.4990769,318.0933017,335.400915
PF3D7_1104500,1.059105791,0.912468984,1.340195579,0.944218168,1.218223501,0.756087252,1.120169235,0.523461295,0.882137441,0.549601205,0.733373481,0.939142456,0.32395111,0.79435488,0.552700631,0.527882175
PF3D7_1104600,1.534702656,0.946524642,1.107378218,0.709263259,0.958661906,0.757261301,0.956922066,0.884712583,0.701608674,0.726600103,0.65719518,0.839822099,0.608351512,0.982785609,1.722183126,1.494950109
PF3D7_1104700.1,0.077724796,0,0,0,0.100045093,0,0,0,0,0,0.133134223,0,0,0,0,0
PF3D7_1104700.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1104800,20.02845279,25.29364959,33.86358416,37.72990197,59.48207317,78.6057158,94.60945264,113.6884674,115.5412596,125.7516484,144.0161943,149.3147437,150.6815867,148.6749292,175.9243024,157.1248566
PF3D7_1104900,17.69071027,16.97369625,13.66497227,8.085523369,6.532370578,4.625553836,3.01515234,2.538492613,2.457033032,5.370970148,10.27482464,10.82358163,10.01399381,9.268458485,16.51850909,20.75830484
PF3D7_1105000,3443.287699,3755.192153,3481.808784,3280.196326,2693.294703,2890.302554,2692.245659,2878.398526,2189.827612,2350.014427,2402.234241,2312.530257,2650.405814,2807.54129,2766.43052,3287.318859
PF3D7_1105100,2754.664269,1213.245439,996.8371876,1241.696903,991.7054603,1081.515135,1505.347468,1948.36148,3948.813936,3967.314929,2987.953938,3308.87402,4654.304949,9796.245932,10938.29288,12866.85266
PF3D7_1105200,0.908408558,1.81201507,1.630113965,1.03909785,0.725758151,1.839296306,0.595373925,0.454785204,0.721321817,0.855672221,0.643864649,0.932492124,0.90063994,1.331561537,3.286623185,2.631564825
PF3D7_1105300,9.245635661,15.72858826,12.23913904,8.452835441,10.46750866,7.922237752,8.401269266,10.73865451,6.638923645,11.07608076,18.66356042,22.28490344,28.79830091,29.788308,37.33438577,41.21335682
PF3D7_1105400,1476.975233,1842.805494,2080.809012,2641.511142,2655.526299,2580.775416,3069.122867,3031.12186,3340.418208,3485.340514,3399.837989,3543.982587,3524.210961,3506.56405,2436.179216,2278.347943
PF3D7_1105500,6.506740366,20.53055214,14.82591359,8.335676018,10.00683591,10.10085313,11.36642312,13.25011404,11.86993762,13.19042892,16.79039286,14.59024886,24.14448119,38.81241307,79.33556976,103.6196304
PF3D7_1105600,115.4169269,196.4960321,177.3018029,133.8430012,137.8364193,154.984524,121.4106004,130.979074,113.5935372,110.4486494,132.7045317,120.515378,108.3181597,96.8856497,209.6591936,173.1545718
PF3D7_1105700,138.9524664,185.6918733,180.9412722,211.1401957,183.9847015,173.079389,163.6312651,145.8412727,148.1034458,148.8450147,133.270246,139.1476887,153.5431221,170.2810143,130.9793299,132.2522029
PF3D7_1105800,92.48755891,167.1315832,169.5667398,161.3315652,187.0142544,208.1071756,197.5399567,226.8271013,241.6811711,286.408921,341.2723787,378.9564173,410.9515479,436.6169236,570.8617805,552.126713
PF3D7_1105900,7.212627344,21.65153645,16.57358405,15.74066707,11.11252748,15.58364045,9.906140585,8.409081005,10.0659646,13.64663925,13.47758784,15.29006635,10.89909762,10.76384239,19.65619538,14.56568848
PF3D7_1106000,84.00107368,180.6076533,186.369188,173.8193324,181.1102022,188.2573866,163.930649,171.7421799,174.0264653,177.7230176,197.2858997,204.0214407,198.2760721,200.1441517,241.9884374,228.2061717
PF3D7_1106100,6.782783897,12.68947442,16.08793109,9.915383613,11.2943499,12.8692351,14.95389322,17.81949493,15.43308101,18.17103718,24.7116842,25.55995449,32.26125623,37.56182332,70.56485897,82.75109289
PF3D7_1106200,2.898382729,3.760064115,4.499578925,3.032452869,4.30677988,5.854618069,5.764369244,7.673466715,6.355247117,9.626402104,12.92260896,15.4164739,23.13139178,21.76442618,18.87583412,22.20772392
PF3D7_1106300,14.13850049,16.75249899,16.78211528,16.85386014,18.27513078,24.83229002,23.97169346,33.40676143,36.09124867,47.92896896,71.09294971,81.78997678,104.3141057,122.5259617,131.7282388,141.4657766
PF3D7_1106400,1.242268113,3.952361075,2.401183746,1.518214042,2.878220361,4.949705809,1.453009868,2.164311125,1.573344681,2.423882238,4.468530725,6.286750321,10.60368819,6.439905702,13.20340397,19.46769718
PF3D7_1106500,5.053303391,11.1541984,14.23609829,16.829393,24.0378374,28.73117536,21.40791227,23.46061881,26.11998337,27.73529049,32.09897728,34.15190147,39.00991393,43.70269063,51.35418916,47.45686679
PF3D7_1106600,1.63707113,3.391253774,4.440545283,4.094127104,5.154073446,6.935654824,4.835487463,6.214982459,5.323508716,7.877617273,10.28811428,14.27436802,20.71197695,21.11318673,25.80391277,25.74225613
PF3D7_1106700,11.23058853,28.62736315,39.61601787,39.22737108,47.0174846,49.62998216,40.57246542,37.07781685,33.24076126,35.6360349,39.83375961,38.89865878,45.20421694,44.88469769,58.48785923,61.31575667
PF3D7_1106800,5.109344537,10.08985968,15.03537492,14.5041136,19.20665957,17.28945525,13.68109882,15.04678951,12.37830499,13.18845299,17.12228432,17.52886527,22.20599128,21.64091294,25.18492168,24.49002206
PF3D7_1106900,1.46205401,4.601874958,6.777305601,8.333493561,7.306251685,9.198036301,4.778167066,8.365894924,4.951084661,5.537638651,4.861368591,7.424623683,9.659230128,7.935945334,26.36774461,26.67738361
PF3D7_1107000,26.20794453,60.07900043,87.29342798,110.6947107,120.7946025,144.9588935,144.9034113,152.6989666,113.3213614,123.3746516,166.8234716,179.713994,198.3570823,175.9676344,222.6904826,210.3179762
PF3D7_1107100,6.934133913,9.0286958,8.585556822,7.324103152,8.480732489,8.641971388,8.875324707,13.04098503,14.14917444,15.5519412,16.23107352,16.19781566,26.02987046,32.08319473,59.65069262,79.67417359
PF3D7_1107200,9.078996452,19.19416299,24.06228249,28.05916534,31.59995715,36.49888107,37.47071299,37.15021858,33.11776369,37.03804088,40.62178741,49.90321718,58.58385303,70.11271453,76.47433768,74.32568785
PF3D7_1107300,213.0540845,411.7024291,340.6707339,247.5497259,304.0358669,292.7245783,233.0265665,231.7870135,194.8697931,190.5183431,240.0178109,226.2242111,256.4161068,293.6292287,351.8717055,340.427675
PF3D7_1107400,91.47234205,154.7409245,111.2548469,78.26031907,61.34873398,56.70452445,47.88878357,48.6970003,48.34459111,50.37635251,57.23975072,65.20962588,92.19627833,113.0418114,94.39869588,99.34546501
PF3D7_1107500,23.1061869,39.47869755,42.2515986,54.00504235,63.20092209,72.2917559,73.28618522,90.76579779,85.06788628,103.4391745,134.8538737,131.4670435,141.8103773,155.4271241,153.9973943,145.5561586
PF3D7_1107600,1.204869989,5.594161707,4.431504033,3.266090605,3.264996919,2.712858874,1.29800947,1.178473073,0.905365883,0.779512913,1.346909411,1.057149885,1.276299531,1.170309565,1.088762369,0.747888674
PF3D7_1107700,112.1010014,177.6202449,168.2879322,130.3468256,134.2126668,130.3909302,90.8086043,85.8498877,88.16882339,82.94250261,86.20854418,88.78599235,81.19464853,83.98137028,132.2390615,121.7108162
PF3D7_1107800,46.28165283,72.07956194,83.60688116,96.86947916,126.1821878,147.6493924,203.6842381,243.5675388,290.5097786,325.7302141,355.4602236,283.3213917,233.5318986,218.8891203,239.761977,215.0259731
PF3D7_1107900,5.419386078,13.76171974,10.87088593,7.488189108,7.367799611,6.640655325,4.34851071,4.969976994,3.636766941,3.206663843,5.465332434,5.047492946,6.61247559,8.461460657,7.493823873,6.262206491
PF3D7_1108000,115.5866073,246.0264257,243.6800601,219.5079069,191.2271397,194.6098327,143.0751876,138.6281214,159.0234445,143.9402658,137.3442129,126.5331176,122.0319634,126.9906396,211.5213161,206.9191916
PF3D7_1108100,19.58818161,12.35982229,8.255932717,6.571032528,4.441373639,4.230208763,2.654343355,3.545264936,3.398274062,11.43491676,14.85764317,13.13199574,12.28659717,13.61637856,14.95871406,17.80420619
PF3D7_1108200,7.223224409,24.96846947,41.64962351,33.06551881,33.10825603,33.98955874,27.30337634,30.31019352,16.22755506,23.89066475,34.55276875,26.09169478,38.38636594,39.54570458,84.62181633,79.90878477
PF3D7_1108300,5.248582777,18.87851256,26.81321849,22.08639952,19.7477897,23.42426565,19.28265179,18.56197388,13.79060452,12.47289402,20.97726924,27.84352409,28.65786254,29.02250836,33.00850991,42.94099014
PF3D7_1108400,269.667569,507.4052055,521.1640685,436.9028841,452.8999663,463.6371754,409.2574189,420.0937555,365.522961,364.3679332,396.7815898,445.5536178,535.7413797,546.1304531,691.0567326,723.3537912
PF3D7_1108500,36.82378104,27.10730349,27.67217853,28.50916347,33.65236306,41.63090175,58.50302803,74.95082008,78.72435938,80.14995233,84.93516959,94.45008033,146.359482,170.9088145,148.3571504,199.307709
PF3D7_1108600,201.3709389,327.0223662,422.789824,483.395442,542.7076929,674.7192686,789.5339889,977.1959102,1012.350008,1059.644863,1031.37883,1070.182176,1349.471498,1572.997888,2013.269622,2400.965131
PF3D7_1108700,142.8468259,303.9844519,320.3649589,320.9038236,354.2152911,350.9962118,365.0647007,390.6801612,355.2017957,373.5737933,413.1556074,382.6506425,371.5256287,336.289495,306.4117131,318.955535
PF3D7_1108800,1.397551627,9.970729075,7.342081068,5.286638182,5.756440721,6.25225997,3.950370579,5.681316702,1.07273501,1.636120511,3.830169193,4.992419373,4.185666389,2.704760395,0.888690652,0.978402307
PF3D7_1108900,4.479393922,14.63202169,16.58058776,15.58646774,19.03099152,22.53137975,15.61711603,20.01054898,12.2264048,14.69922637,20.97925647,21.16757122,20.17996366,13.1207527,20.44535722,17.48472398
PF3D7_1109000,11.51793492,19.03641492,22.63002417,13.64551138,12.70761442,20.7032382,12.02845433,16.12513878,7.577962032,12.03937734,23.95662429,20.81744682,16.63210078,14.07423165,14.57356853,17.61124152
PF3D7_1109100,2.326714017,6.214174841,5.343778812,3.448559076,3.810504953,3.031366508,2.287154327,2.113078283,1.789742906,2.250594472,2.849144931,2.800017223,3.16696415,3.664692388,4.775890672,4.886679642
PF3D7_1109200,3.652461351,11.87104588,8.285950127,7.067112181,6.979311548,5.764308333,4.349148384,5.904195892,2.861367788,3.159210243,5.417804092,7.061816004,7.003292178,5.309418628,8.927690246,7.026246618
PF3D7_1109300,0.64122957,1.854650718,2.860233579,1.11952338,0,1.344695618,2.812535645,0,0,0.625575489,1.098357342,0.954433115,0,0,0,0
PF3D7_1109400,481.4357481,642.0769663,578.6413251,507.255958,521.9952301,493.18635,432.2022739,414.990562,394.7006958,370.943838,403.2370573,388.4681103,353.8855458,343.423224,398.5494318,363.2671192
PF3D7_1109500,43.60361076,48.96277896,48.05192413,34.92912945,27.73249971,22.59088639,22.50028516,23.83288485,13.58461135,26.02394036,20.20977509,16.79802283,17.05388216,29.25232461,23.0671234,23.2054006
PF3D7_1109600,0,1.519472878,0.781107965,5.044599326,1.352416796,2.203356676,3.072328094,2.288172303,0.604867451,0.512519678,0.899859027,2.345835609,0.472022137,1.089352724,1.431694406,0
PF3D7_1109700,4.295922243,5.280729631,11.4972936,7.312748776,13.82396479,5.405278939,7.222997946,4.67779067,5.193517082,5.238809516,5.150917191,3.836539025,8.105759462,8.017206744,13.17088327,7.113900517
PF3D7_1109800,5.642820217,31.89999235,28.22097131,15.22551796,25.75160687,20.4393734,14.2501806,14.89555303,1.771905828,3.50322274,8.786858737,8.399011415,4.148241607,4.786744026,0,2.486292921
PF3D7_1109900,1316.468897,1692.524702,1803.246494,1947.092235,1689.222435,1901.883536,1821.693442,1899.929987,2165.288087,2088.056571,2019.007594,2119.348295,1961.781091,2197.995667,2650.378869,2375.803237
PF3D7_1110000,30.46999306,51.15558688,32.02542658,26.90452974,32.2326003,27.54195845,33.28355436,30.76320541,29.63850512,29.55530143,40.79360924,46.91671218,52.07977582,84.78795365,108.0929276,113.8718829
PF3D7_1110100,7.053776438,15.04206728,16.96347436,18.39824635,22.7534988,27.79353639,21.05050181,25.54065155,24.1089315,27.59295131,27.850866,26.00633969,26.56358658,25.97741421,36.49166408,34.80858783
PF3D7_1110200,280.243357,345.9030499,282.0109066,263.4701473,251.973044,225.2065216,218.3984446,199.2476212,205.3456779,188.7607405,190.5206792,187.4985051,184.7347952,198.5079143,179.2734365,178.8225161
PF3D7_1110300,212.714912,285.5605154,250.1773875,278.9630375,235.288032,253.860765,230.7855826,218.5296168,217.9275669,232.176801,246.6059611,265.452785,253.0088268,245.0471145,201.5303349,177.91056
PF3D7_1110400,724.0432456,1137.043363,1071.926286,1000.209145,1097.216779,996.1584881,858.0297423,807.3945149,711.787148,701.6568225,800.7853973,766.6739115,831.8074404,792.7569918,729.972965,639.6298488
PF3D7_1110500,8.504985925,13.05961156,13.8176587,11.78251311,15.62892826,17.77744756,21.85684218,27.74786893,24.72781783,30.31570963,43.18324439,50.84255822,75.80843196,79.23253116,78.56088173,85.43658432
PF3D7_1110600,31.18023563,30.8832155,27.28495943,27.00615617,30.62329987,32.52310371,32.6470618,40.78940547,48.89514189,59.25376478,68.98584066,80.37144409,127.2367755,161.6380354,162.7559265,192.116672
