,AS1901_FUP,AS1902_FUP,AS1903_FUP,AS1904_FUP,AS1905_FUP,AS1906_FUP,AS1907_FUP,AS1908_FUP,AS1909_FUP,AS1910_FUP,AS1911_FUP,AS1912_FUP,AS1913_FUP,AS1914_FUP,AS1915_FUP,AS1916_FUP
PF3D7_0410100,17.90972841,46.47841642,30.20432802,31.1777855,27.09207241,48.77656046,61.35666749,47.49123874,9.171443477,37.7767852,29.4763571,46.98865596,47.31410513,31.63651996,28.51390495,24.63740534
PF3D7_0410200,3.352962854,4.746239286,5.987320461,10.77588371,5.706035799,0,7.254861909,9.277621385,3.253316648,1.818608446,2.759202377,3.925917367,3.68347977,1.225410787,3.921957292,3.54806329
PF3D7_0410300,20.50963386,66.85028321,70.19533629,74.73219906,67.2547505,68.13321511,57.80693166,39.48231405,44.09154732,44.96839664,38.90008894,40.96009993,40.00869753,62.56260242,63.14937396,59.26452295
PF3D7_0410400,13.47778972,56.8942017,52.71824873,70.38760621,48.46670525,58.4608381,48.16957231,40.37293328,51.49165332,56.9151127,45.70115462,43.46002963,43.92804453,56.20623107,52.03374246,59.79864702
PF3D7_0410500,2.668791306,2.698407071,1.815469963,3.369561769,2.378996234,2.188928747,0.618697336,2.505463563,3.514291426,2.688254541,2.509928642,2.480027412,1.376182139,1.254041881,4.905501099,3.711650009
PF3D7_0410600,15.46942903,25.07620613,29.10859027,42.29891357,44.01771347,60.05522459,65.32333868,80.08450345,124.475565,139.0286917,160.7165069,182.459333,166.3015751,117.9055034,105.7948979,99.37904653
PF3D7_0410700,14.6048393,12.50629681,7.458973692,10.50301373,7.415394589,6.529761436,6.681019701,7.23415266,15.64328052,26.50278518,28.56257194,36.19491764,40.394235,85.92950547,106.5946582,160.0606493
PF3D7_0410800,23.42772018,28.36173319,12.18768731,17.56162111,14.32292589,17.3369586,18.68634242,23.11429972,34.61522235,38.18891069,40.74177906,47.70404322,51.31648099,107.5204417,127.0987905,185.446716
PF3D7_0410900,6.757351518,20.19335549,28.85028661,41.82541368,36.39169866,39.27538001,35.06331138,64.77773435,81.40351192,61.70355397,48.43321787,47.36375624,44.78948551,60.67328735,56.1741738,63.89585525
PF3D7_0411000,24.04557426,60.79677741,112.0893805,142.7067223,163.7409102,192.2990463,213.6455237,248.244778,323.148176,254.653159,128.693256,79.39604906,58.25181364,64.40075802,49.20546036,48.2405616
PF3D7_0411100,1.188185866,2.803199578,2.121720358,4.773298005,3.370069687,1.224426909,2.142414722,2.054812989,3.138380165,6.014944439,8.555536498,11.69657977,14.91783763,17.51464965,19.92075071,35.79180609
PF3D7_0411200,3.732391235,3.892982785,0.779515594,2.683160451,1.820090071,3.672719192,9.244708665,20.1114409,28.8870381,38.03752384,43.13486617,45.69524151,35.87514465,50.82996079,36.29209446,38.81664768
PF3D7_0411300,1.467017865,2.396095905,0.873208409,0.181336909,0.576128096,1.245959016,2.502743395,2.888295915,4.890724366,7.834521585,7.498758974,9.836413011,11.49392222,22.31219374,19.95364333,20.73024272
PF3D7_0411400,1.375442744,2.477985466,6.512389859,8.338579748,13.61869694,13.88863355,15.72581657,12.82308276,12.62782682,11.84596173,12.28338402,15.47035399,15.10045253,15.81171171,12.74894912,15.21634295
PF3D7_0411500,6.799063565,9.624318552,12.14095538,19.11971034,19.28428765,6.005522459,20.22796567,9.406477237,1.099500534,3.687733793,3.496905791,1.769086221,0.533519887,1.242430382,1.325476307,1.438936779
PF3D7_0411600,20.39719069,43.30943348,80.93970253,46.43358226,73.28029308,45.04141844,47.81155522,82.30667583,62.12178016,33.18960414,20.28205359,26.97856487,24.00839493,24.84860763,25.18404984,8.633620674
PF3D7_0411700,2.347878066,3.323505687,3.493800109,5.187670637,5.99339012,4.40693015,1.905053667,2.842244921,2.183180916,1.273462029,0.362269377,0.38181717,0.368474167,1.716162829,0.343288828,0.745348547
PF3D7_0411800,2.030202495,1.796140321,1.837822173,1.393304819,0.983708608,0.803226954,0.594856053,0.760710445,1.518439306,3.410532445,6.421689514,10.60351212,14.88213483,30.6685148,34.48299792,44.56004532
PF3D7_0411900,3.070774135,1.690418732,1.700876133,1.54202727,1.766130265,1.61989001,1.984057461,2.301218686,4.310639835,7.348479466,13.99493504,29.75726943,47.51645809,95.68987074,97.70416363,123.9125401
PF3D7_0412000,1.989969824,2.223847676,1.807895795,1.178107954,1.247661229,1.572691376,1.926248102,5.470005377,15.20952215,24.95729468,35.98356459,49.91139533,58.15435259,107.4837847,113.0551319,125.3703685
PF3D7_0412100,1.210515768,6.168702692,9.078696605,13.42189077,10.98689386,7.056934403,6.67899379,6.615237701,8.965660139,11.86202799,18.5284124,30.30019485,38.45142737,57.07068934,56.11838561,53.95372445
PF3D7_0412200,3.185146895,12.48560245,18.52133734,29.72536691,28.77007239,23.48105178,22.66327358,15.42323295,5.745137925,11.11857276,8.972241164,10.90139617,13.30435178,11.73033369,10.3649859,13.8967588
PF3D7_0412300,1.206488174,1.707827322,5.026939011,4.604482659,3.421980804,4.662327972,4.649950771,2.242949286,2.780252736,3.653651225,3.878268899,3.924035979,5.633023283,8.322675977,8.614370972,11.42638152
PF3D7_0412400,15.28404877,13.22146205,14.28347692,13.0809964,17.08884567,14.42955849,15.47676518,10.03641327,6.107451834,5.366403565,5.081114876,4.130536153,3.343069412,4.722359822,3.368269204,2.875269147
PF3D7_0412500,7.252334469,0,1.079196034,0,4.113981366,0.800736328,1.961499701,0.627098482,0.586400285,1.311194237,0,0.707634488,0,0.662629537,0,0
PF3D7_0412600,1.435579404,1.354742787,1.851406686,0.576715184,0.542900767,0.422676067,0.258848934,0.248264795,0.270844706,0.432578744,0.196893229,0.09338285,0.375497868,0.174887561,0.279865965,0.303822428
PF3D7_0412700,20.52254656,22.51025867,25.68893983,23.05012615,31.02416918,25.27697513,25.74791256,18.04903951,12.5800623,9.693656695,10.93466169,8.75534594,7.329692008,10.35395012,8.748841859,7.526940587
PF3D7_0412800,10.8785017,0,0,0,3.085486025,0.800736328,1.961499701,3.135492412,0.879600427,2.294589916,1.492013137,0.235878163,1.13817576,2.650518148,2.827682789,1.534865898
PF3D7_0412900,76.57985473,65.80986693,80.07886523,66.54523606,61.10943138,45.78529314,45.2976682,31.48912808,12.19575689,11.72804573,14.1799303,12.40884343,11.73605355,13.794039,11.33961313,10.88440894
PF3D7_0413000,10.8785017,0,0,0,4.113981366,0.800736328,1.961499701,3.135492412,0.879600427,2.294589916,1.492013137,0.235878163,1.13817576,2.650518148,2.827682789,1.534865898
PF3D7_0413100,75.488013,64.71909613,79.55534492,66.87731699,63.4069367,48.57582455,47.69934007,33.65230898,14.27696954,13.51482329,15.63824685,13.79841638,12.56786684,16.70954071,12.35136581,11.42739651
PF3D7_0413200,0.649247449,3.369787928,0.515266011,1.391051302,1.227646959,1.051364675,0.58532816,0.449115624,0.174986822,0.234762894,0.089045877,0.112620873,0.169820654,0.237281134,0.168760909,0.091603402
PF3D7_0413300,2.586387293,2.32980622,1.679440514,1.511315103,0.933648509,0.934576982,0.6359329,0.813240107,0.228138439,0.085019799,0.435349655,0.152946936,0.258303577,0.171863569,0.045837797,0.099523005
PF3D7_0413400,1.735931123,1.638181881,1.607313242,2.169612521,2.407116757,0.937031873,1.043350905,0.600413441,0.748596108,0.523082808,0.357130804,0.501868431,1.029201485,1.62132759,1.992914731,2.653358599
PF3D7_0413500,5.788391954,3.901750764,3.281339292,5.315131832,1.563590891,2.312937704,0.74550242,1.525374687,2.98648118,4.385413159,9.356585764,18.32438633,35.99096321,128.1382253,211.1268815,263.9087833
PF3D7_0413600,63.31952328,150.462629,180.0444986,223.0146366,223.7566201,246.4556392,228.6419881,230.0637639,294.6997156,305.3030704,332.0298701,361.433768,407.5277405,606.0784055,649.4631542,602.4641561
PF3D7_0413700,8.423618576,7.495044536,11.60374497,11.98909776,14.8813264,9.778903827,10.80560676,11.40431311,23.27438298,43.64362235,72.63661303,127.6560092,193.3891556,319.8213712,359.6850043,395.4656691
PF3D7_0413800,0.580702938,2.466017565,0.69129995,0.233285739,0.988233958,0.384695389,0.942357508,0.502125119,0.704306392,1.259866349,0.836270709,3.248571138,4.101078137,10.50538999,13.01891319,18.43477724
PF3D7_0413900,4.394710876,11.22461508,27.63702255,59.41246893,45.84873261,48.35359769,47.69958437,34.39862812,52.86872356,58.86555862,53.28399962,64.64415059,68.79033001,107.4018507,137.8433276,155.0816641
PF3D7_0414000,2.323298103,3.385438687,1.952314433,1.811774419,1.899356975,1.62963926,1.663332033,2.292533397,7.039013468,14.52855926,29.6059642,50.56564032,64.31193496,119.1734227,123.4491351,157.776887
PF3D7_0414100,0.494144593,0.621759476,0.620937153,0.44113925,0.249164417,0.460719758,0.059399385,0.911529423,2.095414207,5.042715388,8.482938085,11.22881644,12.22715564,12.4610918,10.66089692,12.22418432
PF3D7_0414200.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0414200.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0414300,5.776195595,16.35282444,36.96007656,62.0725868,65.53244654,58.35454566,54.28840988,76.41722216,70.75723789,79.10678508,69.51724928,75.42882665,94.84378315,104.7599706,112.3253196,162.7399295
PF3D7_0414400,0.739475191,2.442425252,2.054058916,0.990231006,0.838953904,1.850644383,1.733349434,1.790356695,1.554580815,1.604331318,1.419891656,1.475129296,0.81236865,1.981882905,1.633819738,1.356339199
PF3D7_0414500,9.638232966,14.91240567,9.872864815,16.20823169,8.01039641,6.533480477,5.577341184,3.488666008,2.319825302,3.039341038,2.536217387,2.099574855,1.794033907,2.949065521,4.107519985,5.02837248
PF3D7_0414600,23.50862656,26.91546714,16.25653348,8.05527748,10.39390419,9.466332012,6.732265924,5.26124998,5.031612613,9.750618164,13.79796048,21.49889526,33.31334347,87.43340585,122.3931343,125.0411672
PF3D7_0414700,11.74774907,6.76138835,2.9968181,3.111706927,2.563101524,1.596404704,1.53630119,2.321851976,8.03748808,14.54087439,16.38676612,22.57264444,24.96062663,46.33164436,61.30747375,83.74065622
PF3D7_0414800,23.25279739,7.50696847,5.342020367,2.622131704,1.851291615,0.180165674,0.441337433,0.141097159,0.32985016,0.663792083,1.007108868,0.849161386,1.408492503,5.665482541,11.45211529,18.47594824
PF3D7_0414900,163.473137,100.4276718,42.22941002,30.87655086,17.60739307,14.0999223,6.875909279,3.783039759,3.059479746,3.794624627,3.527313667,3.768922818,5.010447637,26.57720643,57.34125763,81.76914652
PF3D7_0415000,33.70904146,61.3930215,86.90368062,96.60485225,81.23759915,79.3677205,59.23212914,62.75110473,65.5533792,64.74884175,56.18607367,56.7318018,52.22878897,84.19754524,76.1800067,87.97205065
PF3D7_0415100,10.44493823,21.48036314,33.6662241,29.293138,42.5931223,32.29056279,35.92529344,17.38153403,8.31796056,9.050090661,6.40592597,7.178900606,8.350746062,11.451967,9.912257601,7.757746112
PF3D7_0415200,2.248944659,3.653152997,4.410902904,6.131735909,5.082058997,3.598428731,2.831898575,2.920130982,4.304596758,6.132336357,7.387588772,13.36767274,20.33209815,44.78812749,46.2868545,59.50292929
PF3D7_0415300,135.9609756,274.2499848,324.6890127,349.2425044,332.0236249,277.078672,255.448741,167.9477372,188.8909096,170.8466521,159.7971123,165.1666423,138.6419113,145.6870157,118.8180702,106.3481663
PF3D7_0415400,90.56743045,84.54664527,87.83313174,107.2690242,84.81395795,76.20404575,80.87666831,67.78064459,72.91424593,80.45964639,72.68209931,67.29299261,67.75957842,99.01397339,118.4937767,159.1229992
PF3D7_0415500,106.5861709,118.44055,160.7772474,167.6490589,149.8758424,164.3724275,155.3132157,132.8114531,150.3555283,153.7863454,162.5659421,149.1904286,135.9454079,140.7171363,143.4221768,123.3689286
PF3D7_0415600,4.256805015,2.510691796,1.266882301,0.855042947,2.615955543,2.193321246,2.878287605,5.030420436,9.924187427,15.39228018,21.82069213,29.67449843,36.52059611,29.42939443,24.20434996,20.72068962
PF3D7_0415700,3.531981073,0.9999292,0.630698981,0.567560975,0.400712471,0.467962789,0.191055166,0.305405105,0.542610653,1.468707831,1.852905925,4.319327396,6.457669285,10.00398489,8.538133095,10.76399461
PF3D7_0415800,13.31871356,8.04223879,4.490490346,3.816458816,2.536015911,1.851017196,1.209143652,1.063060784,0.933822371,1.262922532,1.341278933,2.229533319,2.952630609,5.582426921,5.937407568,8.416794584
PF3D7_0415900,1415.525428,2469.058188,3415.026789,3233.750288,4211.688424,4427.352785,4704.314248,4946.482814,4618.991068,4454.352783,4690.389552,4338.915827,3976.909038,3008.611513,2490.788749,2024.290672
PF3D7_0416000,70.75715117,90.60134361,58.44404728,71.65653018,67.98708861,70.20248668,64.90703969,82.42020228,84.87385845,100.3572245,128.8115394,145.4188873,146.545035,189.0379247,200.384594,221.2588581
PF3D7_0416100,4.735502555,3.351636932,3.816987181,2.853589521,2.68627562,2.004261425,2.188009038,4.299453925,13.68858222,22.42070799,30.70849893,42.39389446,51.52757006,100.5241859,110.9745822,113.959617
PF3D7_0416200,28.63451771,64.96415022,115.8060359,186.8899159,153.7551089,142.2269405,120.5190682,85.33664686,67.99987917,61.27311533,57.77964337,54.60352662,45.12347047,59.20658627,57.81115893,56.45059671
PF3D7_0416300,4.00708794,3.151209348,3.544562689,2.727660879,2.872911612,1.917179066,2.28797032,3.464868832,7.200003496,9.327501299,11.64426692,19.44788099,27.80126278,63.37920441,70.978985,81.87216549
PF3D7_0416400,11.97930247,10.26593979,6.398090772,9.416782508,10.13802551,9.437249578,13.06498908,22.70992362,41.67630595,55.49161326,74.3475475,103.3904533,130.9003746,271.6544448,307.548374,334.6418781
PF3D7_0416500,3.347231293,4.441993178,1.494271431,0.840426828,0.474690158,1.293497145,1.357961332,0.434145103,0.744277284,1.021218589,1.979786663,4.926224707,7.124542495,24.69569313,40.33526362,64.19871783
PF3D7_0416600,3.399531782,2.807092911,1.854868183,2.276155993,2.24983356,1.00092041,2.145390298,0.783873103,1.969938456,2.202396571,5.361922213,8.034599919,14.13827701,19.67181438,18.17007104,25.48117213
PF3D7_0416700,12.69158532,42.34700163,32.37588101,50.98589424,35.48308928,38.43534374,32.85512,38.56655667,79.01743837,81.94963984,75.1601618,78.66536728,95.32221987,183.8796965,218.0850351,198.3814173
PF3D7_0416800,122.594514,380.5844517,484.1284591,543.4469853,581.5261873,594.2666732,606.4387937,711.3343797,835.3241672,797.0090776,782.1183115,794.9888493,876.2773892,1123.363064,1178.423982,1070.568964
PF3D7_0416900,2.727482371,10.81991074,30.44508662,38.76923991,33.80918446,30.84305468,31.38359046,25.19134577,31.09276788,35.48625717,29.96803523,32.4875198,33.83700707,46.06273465,37.04988004,45.815557
PF3D7_0417000,2.069280215,1.255345898,2.111470501,2.612631227,1.341515663,1.305548361,0.799524335,1.635909085,0.717065566,0.481008756,0.790604787,0.730709526,0.556716404,0.324112273,1.094958688,1.000999498
PF3D7_0417100,1.742672603,1.79404773,1.037285508,0.38186384,1.25815935,0.769639771,0.257089767,0.493155117,0.486769168,0.200498148,0.26074016,0.144274993,0.447535129,0.231598673,0.308848848,0.871744223
PF3D7_0417200,2.679433917,2.275700938,1.834101634,1.937535742,2.051924204,0.828347925,1.014568811,1.946167704,4.809637803,12.44988617,31.17241733,68.70677716,98.12560844,158.786275,167.2842512,183.6735459
PF3D7_0417300,6.299505968,25.74475249,29.27134448,53.55287664,45.87883329,55.05934787,57.43432345,60.33968151,105.5191895,104.1015562,91.91070343,87.50697968,72.23447341,110.9925104,96.02853007,96.85137612
PF3D7_0417400,12.30459775,35.07403062,60.34252092,72.51530403,76.86825301,78.84177624,84.61031818,76.23831699,87.3026161,89.8891921,61.73562483,50.50440651,47.37467464,61.57022501,49.49332447,68.07169931
PF3D7_0417500.1,19.22967473,15.55445422,15.2068532,11.69806232,12.31077757,8.250010651,10.10469543,14.82232777,31.05256053,53.8880965,96.18963484,124.5508178,147.7041724,192.7649562,222.626465,218.4276961
PF3D7_0417600,1.817571448,2.715773057,0.841452353,1.86599719,0.74464081,0.624336493,0.764693572,0.349250392,0.538864123,0.292097726,0.56088984,0.499197597,0.507108012,3.2475408,4.54730238,7.052214907
PF3D7_0417700,2.539728024,3.145691667,0.755857144,0.637677944,1.440693864,0.911343875,0.257589941,0.164704854,0.179684912,0.200888222,0.326559296,0.454317862,1.07119168,2.378504855,4.517965934,7.592211176
PF3D7_0417800,7.109877899,5.279626177,6.313296798,5.52520609,7.66963669,12.45716944,15.76205117,30.11416498,53.64306033,61.08994437,60.3785745,61.62485487,59.96153796,104.4919449,104.3642173,120.4020072
PF3D7_0417900,3.679068879,3.829304464,4.250944589,2.955984016,4.112617314,3.918722878,5.209420626,5.950782019,7.541932044,8.118883417,8.192220675,7.348511994,5.977687013,9.649432779,6.666055911,7.969496006
PF3D7_0418000,1.501019757,1.676189576,1.002646356,1.045207854,0.700100059,0.685012578,0.64955632,0.588385534,0.933181974,1.254372247,1.979769067,2.896643628,3.685344242,5.0530243,6.145094572,9.653700958
PF3D7_0418100,37.03700416,68.76322334,94.81127655,115.7964412,104.5157643,107.8919767,109.4270033,85.30808468,93.8662413,90.82257535,59.74187472,52.48774068,43.61525079,52.69703073,46.00362012,44.74430714
PF3D7_0418200,174.3722628,260.2594793,320.521222,318.3145929,333.7706568,320.0245154,303.5990991,265.6564176,283.7631889,267.3006671,266.3373568,254.9705801,221.964125,241.1817415,202.4464696,197.0071769
PF3D7_0418300,1401.880635,1958.359828,2261.910116,1982.838566,1875.388235,1637.965428,1573.436838,1242.337036,1248.952884,1054.580453,842.3676287,733.4599403,635.8654425,1100.996011,936.6592451,935.0915442
PF3D7_0418400,10.38402435,24.14829018,42.8244608,56.01826822,43.7578018,67.15266022,46.94225422,90.55872177,114.3080737,106.2067332,70.65021299,60.50274875,54.71003935,68.58215707,85.8908647,96.85352646
PF3D7_0418500,12.15151786,25.18704642,25.31518356,41.14515174,37.66590652,37.56645964,27.46621257,24.16664099,44.98594737,50.1374871,60.62295401,77.85861378,105.7731555,162.5733372,163.0335858,170.9273199
PF3D7_0418600,49.47231143,40.46805912,20.46825082,15.93218692,9.914347489,6.948735728,5.045109819,2.847189184,3.095214226,3.497115346,3.996066498,4.964344335,6.822266233,26.33557203,52.03350927,88.06121444
PF3D7_0418700,48.23756677,142.6425318,137.3418952,203.1002013,131.620338,137.1787762,116.9931335,84.21272516,140.0416469,144.1192245,117.2604535,109.9068092,91.94513258,96.20334619,92.42057956,82.64041122
PF3D7_0418800,4.359704881,6.171318766,8.155756286,6.755491985,5.122848934,5.088648801,3.200538635,1.184785301,0.956817258,1.013423027,1.153178093,0.931808773,0.830824863,0.796672917,1.760556316,2.306692546
PF3D7_0418900,3.493725358,1.45455696,3.058175159,3.137311233,0.699480459,0.816872073,0.555840595,1.06622538,0.963793919,1.932112415,3.42467751,8.529045407,14.64290351,20.57990476,22.59653311,29.96758007
PF3D7_0419000,1.665076791,1.571317315,0.880976354,2.081056908,2.938558119,2.369525868,1.3009947,1.663730668,1.196735275,2.006929955,1.636647064,1.877397622,2.438948056,11.0212872,11.72189931,11.90304165
PF3D7_0419100,2.347878066,4.154382109,1.92159006,3.772851372,1.331864471,1.296155926,1.111281306,2.842244921,5.315570926,9.444843383,14.49077508,19.93085627,27.72768105,25.63518226,32.09750539,29.13070573
PF3D7_0419200,14.29292195,15.17410808,15.95162021,21.53210341,25.67484721,26.03854263,18.68435847,19.15625656,13.38661964,24.76434372,24.74890405,27.11738003,35.14221506,42.22449531,56.19245541,71.58973055
PF3D7_0419300,1.88100894,1.6641473,0.839720257,1.133486327,1.333783584,1.246102643,1.271865801,0.569268075,0.912553757,1.955455383,4.353496546,9.176816131,16.31002583,41.07539291,48.90892979,75.3389147
PF3D7_0419400,1.946517187,1.541136331,1.394270654,1.19284196,0.636311311,0.568254046,0.785234413,0.581961592,0.618885865,0.501042683,0.712673077,1.094501382,2.174638279,14.75844517,26.69819078,38.01865311
PF3D7_0419500,26.8923855,26.6685028,29.48194752,22.94975607,28.70019123,16.1041943,15.61529092,15.55484504,13.19400641,14.03673719,9.533463832,9.013444879,9.752385873,14.82587316,20.61522927,28.65011553
PF3D7_0419600,1215.120898,1410.151044,1231.723687,1178.559552,1137.457286,1045.345603,990.2606811,754.0915044,745.7196076,646.783887,666.9856238,731.8350841,767.8129624,894.86822,841.8142479,709.2473296
PF3D7_0419700,17.01851494,12.39942881,6.40565744,8.244432504,4.543046907,3.09487047,3.519869096,3.549069633,5.018579124,3.846102729,3.75863739,2.995507957,3.809921158,15.64090272,38.34936359,75.05423616
PF3D7_0419800,80.55599363,172.506773,197.9436776,207.1705323,197.2367649,184.5747915,173.3692616,116.2116681,111.7315226,122.5510184,107.2974638,87.33463621,74.88187988,75.11199371,82.4815383,119.3406807
PF3D7_0419900,13.67373228,43.38969984,77.01165184,96.54661858,99.24592011,100.5292977,108.0821001,81.40824145,73.12246203,75.90170435,41.75622152,35.92411304,38.65243524,54.0886491,52.40105817,85.04699253
PF3D7_0420000,116.7801188,151.4995075,157.7783961,206.1301992,140.8788435,139.9851477,135.1636801,91.46410884,124.8362012,126.2209211,94.67600124,88.36404618,75.18594589,101.2549433,89.19185512,110.1036348
PF3D7_0420100,151.261641,234.7539968,247.6588012,267.732262,246.2822221,220.5326907,205.1991569,146.7216501,194.3508882,183.4235702,150.0857545,134.5052668,104.6138996,140.4330588,130.5799133,144.9024171
PF3D7_0420200,4.799338987,4.464389782,3.754513933,3.966249636,3.422555926,2.422395614,1.483487169,3.604498841,7.073761418,9.891803586,9.422251032,12.71958126,14.56912795,28.01419496,23.68481361,20.6336279
PF3D7_0420300,78.01896084,77.85890863,71.64351908,101.4056979,107.8587861,127.7444121,151.6859225,172.5008209,199.6799311,201.9994931,178.4956002,170.6419626,141.4389786,144.4652556,115.5842811,116.7700924
PF3D7_0420400,11.00073206,7.353411927,3.63773944,6.628984645,5.546941168,5.668133557,9.421810364,12.78858141,24.60904566,37.0154553,39.35394202,49.81269741,55.82176619,87.22140478,79.64772236,77.15287988
PF3D7_0420500,1.229981348,1.741082753,0.976157216,1.317654123,0.465148647,0.181071029,0.443555209,0.567224758,0.464110778,0.815378326,0.084347476,0.160017849,0.514752856,1.798090201,3.117200561,4.685583079
PF3D7_0420600,38.32199464,31.49776981,37.93537573,21.29930214,24.85530409,20.62502663,15.751437,8.741372786,7.463276351,12.34211242,15.57006134,24.46342461,31.19205159,60.03825198,76.55629822,122.9636884
PF3D7_0420700,5.646412287,5.57879682,6.157883546,6.789774384,8.792130404,7.949716214,9.347416134,6.356908677,7.298681667,6.522475747,6.4006532,7.296556266,7.558983113,10.65039253,12.4999865,13.81058504
PF3D7_0420800,5.439250852,2.566484947,1.079196034,1.456739835,1.028495342,0.800736328,0.980749851,0.627098482,0.293200142,0.983395678,0,0,0,0,0,0
PF3D7_0420900,9.781759025,8.391776394,8.182187913,7.263852586,9.815544778,7.150989958,8.137284184,5.997590391,4.817430132,4.374369059,6.906150728,9.520286883,9.926086623,15.22061852,12.79969491,14.6638244
PF3D7_0421000,5.439250852,2.566484947,1.079196034,1.456739835,1.028495342,0.800736328,0.980749851,1.254196965,0.293200142,0.983395678,0,0,0,0,0,0
PF3D7_0421100,9.534892075,8.997988013,8.635546631,7.060047553,8.187426252,7.084424752,7.544402495,5.522317755,4.262958073,3.819559291,6.592516802,9.296215677,9.799943668,15.19614208,12.72748835,14.68744269
PF3D7_0421200,8.229414113,13.64600786,10.21659646,6.2341748,7.735944788,4.049833589,4.578716882,3.578256471,3.079868931,2.635613777,2.080003906,1.743595065,1.328418394,2.320158177,2.658592247,2.537836624
PF3D7_0421300,9.854613553,9.106693397,10.13775308,8.365962592,9.809145406,7.554804917,7.824989123,4.990492026,3.890848744,3.590245844,6.518206892,8.979281747,10.30661208,16.39056744,15.18075143,17.50334766
PF3D7_0421400,5.439250852,0,8.63356827,4.370219506,2.056990683,0.800736328,3.922999403,3.135492412,0.293200142,0.655597119,0,0.235878163,0.56908788,0,0.353460349,0
PF3D7_0421500,2.66313469,7.882231217,6.917102175,6.030124838,5.081438408,4.811546184,5.238426502,6.782712073,12.64588745,22.3233737,53.74235748,78.96318971,98.0283425,74.41310037,87.22184744,82.08344403
PF3D7_0421600,1.133177261,8.287607642,13.93961544,13.96042342,11.14203287,9.592153928,6.946978109,3.788719998,4.367460454,4.029190626,4.701395563,10.86022374,21.34079549,26.43615757,29.74957934,29.05852884
PF3D7_0421700,2.232423556,2.683083127,1.805160118,1.184494187,1.600884592,1.004537572,0.797460514,0.451627456,0.483621298,0.380767557,0.320624919,0.334272358,0.396628104,0.6311572,0.468056683,0.525951079
PF3D7_0421800,6.719074582,10.8698186,0,2.313645621,1.633492601,0,1.038441018,1.659966571,0.620894419,0.347080828,1.382306289,1.498520093,1.958331822,2.80643098,5.052403806,5.281744412
PF3D7_0421900,1.133177261,1.604053092,0,1.820924794,0.642809588,1.00092041,0.612968657,0,0.183250089,0.2048741,0.233127053,0,0.889199812,0,1.325476307,2.398227965
PF3D7_0422000,2.533812509,7.890745645,5.881953538,5.700286313,6.899223409,13.20468913,14.80262197,21.90949667,29.707002,49.29194486,86.16723387,120.4187323,161.0898681,192.3374834,190.2758286,201.2008992
PF3D7_0422100,3.381917628,15.85768549,50.07357763,82.19635652,93.88350611,95.31044193,91.35456187,85.46247583,85.52177209,106.3519497,100.1890687,106.4476595,123.7655564,148.9371467,168.9879275,198.3943403
PF3D7_0422200,29.09782248,28.58842629,41.67008336,44.23539876,38.27899426,33.86032489,37.3096849,28.31874928,31.98509484,41.23478218,36.5673621,40.02484935,43.93840461,47.26715904,38.79770537,53.59651238
PF3D7_0422300,87.7395786,105.7608043,133.9543104,124.1297381,120.3750036,87.24652584,86.89748123,316.6082582,481.2448013,413.8438641,342.4765632,227.2353986,160.0701618,200.0671043,180.6762338,162.7561928
PF3D7_0422400,1371.740895,2455.72086,2423.079095,3263.480584,2778.290705,3567.069621,3338.420873,3756.154884,4414.97688,4999.100556,4792.012458,4825.446478,4655.588137,3399.812653,3184.770756,2665.112871
PF3D7_0422500,95.49432583,159.1577743,204.7957468,213.7835379,199.6336288,186.4197726,174.8617286,142.078704,161.7378671,161.5111959,137.5973437,132.5134803,122.3618119,150.7199859,134.4544725,134.2820807
PF3D7_0422600,1417.09844,1110.687315,1282.291543,903.7985873,836.3636586,601.3189083,560.279436,272.5877021,149.9063707,112.8812699,106.901154,72.04321333,66.38349577,48.4283502,42.41524183,43.47426013
PF3D7_0422700,81.58876278,194.6524581,207.1725174,254.1657074,221.1133463,236.841832,207.6882037,207.0627867,223.5557351,231.1105597,213.8711159,203.9833329,181.2603116,150.9219269,133.6730991,116.0128977
PF3D7_0422800,7.795104724,10.789045,8.042416303,5.427979642,5.011458193,4.590208249,2.623662021,2.096985371,1.988905424,2.098328358,2.280784414,5.250918337,9.188775639,24.62702769,34.54680923,54.07469424
PF3D7_0422900,2.014537353,2.376374951,1.598808939,1.618599817,1.714158903,1.927698567,0.544861028,1.393552183,4.072224199,6.616674624,9.808604885,12.84225553,16.75647646,24.66454387,25.78951432,31.12366959
PF3D7_0423000,9.690619334,24.33735726,29.95699335,37.67430609,33.51476199,27.47353953,24.85693587,16.65054591,19.15911275,18.93319265,16.33497142,21.14769735,29.82805439,49.12598291,66.12146176,78.9265093
PF3D7_0423100,23.86610068,99.77864947,128.5124257,166.7818465,159.6266749,143.6422923,108.3828662,85.81010868,130.055206,133.1598025,115.8974491,122.464091,128.7416153,202.0343935,208.6137404,228.350457
PF3D7_0423200,14.29292195,23.60416813,46.79141927,57.89743361,41.21488631,44.71264897,41.55659039,35.22279433,39.00417952,41.3456869,34.42793088,35.25259403,40.28269864,74.65464892,113.545912,199.3925242
