# RNA vs. RNA Profile Dissimilarity Measure Over Phase Shifts 
# Time series file 1:  /Users/haase-admin/Desktop/moseley/DLxJTK_TAKT_runs_avg/Data/AS_3D7_1stage_periodic_jtk05.txt 
# Time series file 2:  /Users/haase-admin/Desktop/moseley/DLxJTK_TAKT_runs_avg/Data/AA_3D7_1stage_periodic_jtk05.txt 
# No. of Randomized Curves:  10000 
	shift_0	shift_1	shift_2	shift_3	shift_4	shift_5	shift_6	shift_7	shift_8	shift_9	shift_10	shift_11	shift_12	shift_13	shift_14	kt_diss_range	kt_diss	kt_diss_pval	est_delay	min_dist_flag	min_pval_flag
PF3D7_0930900	0.20833333333333334	0.2857142857142857	0.45054945054945056	0.46153846153846156	0.6212121212121212	0.6909090909090909	0.9111111111111111	0.8055555555555556	0.8214285714285714	0.6666666666666666	0.5333333333333333	0.4	0.5	0.0	1.0	1.0	0.0	0.0	39.0	0.0	0.0
PF3D7_1230800	0.19166666666666668	0.21904761904761905	0.21978021978021978	0.23076923076923078	0.22727272727272727	0.2727272727272727	0.26666666666666666	0.2222222222222222	0.2857142857142857	0.3333333333333333	0.4	0.5	0.6666666666666666	0.3333333333333333	1.0	0.8083333333333333	0.19166666666666668	0.6999	0.0	0.0	0.0
PF3D7_0219800	0.08333333333333333	0.06666666666666667	0.10989010989010989	0.11538461538461539	0.15151515151515152	0.18181818181818182	0.2222222222222222	0.2777777777777778	0.35714285714285715	0.2857142857142857	0.4	0.7	0.8333333333333334	0.3333333333333333	0.0	0.8333333333333334	0.0	0.0	42.0	0.0	0.0
PF3D7_1246300	0.06666666666666667	0.18095238095238095	0.2967032967032967	0.3717948717948718	0.4696969696969697	0.5636363636363636	0.6666666666666666	0.8055555555555556	0.9285714285714286	0.7142857142857143	0.4	0.3	0.0	0.0	0.0	0.9285714285714286	0.0	0.0	36.0	0.0	0.0
PF3D7_0418800	0.20833333333333334	0.18095238095238095	0.26373626373626374	0.20512820512820512	0.2878787878787879	0.38181818181818183	0.4222222222222222	0.5555555555555556	0.42857142857142855	0.5238095238095238	0.6	0.9	0.5	0.3333333333333333	0.0	0.9	0.0	0.0	42.0	0.0	0.0
PF3D7_1222000	0.10833333333333334	0.26666666666666666	0.42857142857142855	0.5641025641025641	0.6818181818181818	0.8727272727272727	0.8888888888888888	0.8888888888888888	0.8928571428571429	0.8571428571428571	0.8	0.7	0.8333333333333334	0.3333333333333333	0.0	0.8928571428571429	0.0	0.0	42.0	0.0	0.0
PF3D7_0808200	0.025	0.1619047619047619	0.3076923076923077	0.47435897435897434	0.6363636363636364	0.6545454545454545	0.7111111111111111	0.7777777777777778	0.75	0.6666666666666666	0.5333333333333333	0.4	0.5	0.6666666666666666	1.0	0.975	0.025	0.6106	0.0	0.0	0.0
PF3D7_0723400	0.175	0.1523809523809524	0.13186813186813187	0.15384615384615385	0.13636363636363635	0.18181818181818182	0.2	0.25	0.25	0.3333333333333333	0.4	0.5	0.6666666666666666	0.3333333333333333	1.0	0.8681318681318682	0.13186813186813187	0.6241	6.0	0.0	0.0
PF3D7_0526500	0.19166666666666668	0.2	0.24175824175824176	0.23076923076923078	0.2727272727272727	0.3090909090909091	0.3111111111111111	0.3055555555555556	0.39285714285714285	0.5714285714285714	0.4666666666666667	0.3	0.6666666666666666	1.0	1.0	0.8083333333333333	0.19166666666666668	0.6946	0.0	0.0	0.0
PF3D7_1473700	0.06666666666666667	0.14285714285714285	0.26373626373626374	0.41025641025641024	0.5454545454545454	0.6909090909090909	0.8	0.9166666666666666	0.9642857142857143	1.0	1.0	1.0	1.0	1.0	1.0	0.9333333333333333	0.06666666666666667	0.608	0.0	0.0	0.0
