pro	tec	pep	76.896552	83.793103	90.689655	97.586207	104.482759	111.379310	118.275862	125.172414	132.068965	138.965517	145.862069	152.758621	159.655172	166.551724	173.448276	180.344828	187.241379	194.137931	201.034483	207.931035	214.827586	221.724138	228.620690	235.517241	242.413793	249.310345	256.206897	263.103448	avg_cov	simp_snr	comp_snr
UME6	ms	1	0.602416	0.455313	0.724901	1.190308	0.762679	1.074048	0.732531	0.796890	1.293773	1.315796	0.470864	0.071184	1.241114	1.278280	0.733582	0.014208	0.752168	0.633808	0.360619	0.687691	0.499411	1.011591	0.857128	0.216632	0.440245	1.015542	1.230562	1.182839	0.773076	1.512729	1.073618
UME6	ms	2	0.421591	0.250033	0.111311	0.044126	0.078781	0.154750	0.273436	0.159429	0.035410	0.318852	0.290037	0.192675	0.289681	0.411886	0.338419	0.199319	0.218300	0.338637	0.308655	0.111650	0.243727	0.217240	0.189400	0.384918	0.265917	0.187113	0.290769	0.098253	0.229440	9.383054	3.984049
WHI5	ms	1	0.066866	0.309948	0.032773	0.141461	0.205983	0.171480	0.059565	0.483175	0.363560	0.566092	0.603043	0.191537	0.036595	0.359532	0.303686	0.143686	0.656567	0.012937	0.406502	0.192403	0.055262	0.199139	0.124015	0.230111	0.056129	0.104608	0.372514	0.389622	0.244243	5.978568	3.836773
WHI5	ms	2	0.076473	0.049162	0.144602	0.147244	0.248510	0.341223	0.318459	0.295699	0.108952	0.001441	0.301615	0.474435	0.215532	0.076828	0.118407	0.267573	0.305611	0.226509	0.186414	0.561619	0.264261	0.120512	0.178018	0.067239	0.008841	0.267115	0.228159	0.046768	0.201686	8.249135	4.340838
YHP1	wb	0	0.000000	0.000000	0.000000	1.414214	1.414214	1.414214	1.414214	1.035490	0.858793	0.808798	0.738215	0.709242	0.648127	0.542370	0.381592	0.057615	0.074910	0.080169	0.051292	0.059812	0.021560	0.076626	0.238241	0.323858	0.167298	0.053170	0.072060	0.240352	0.460587	3.745422	3.083396
YHP1	ms	2	0.692794	0.741790	0.064261	0.701298	0.913073	0.193130	0.187428	0.111596	0.712859	0.868433	0.324869	0.080911	0.091980	0.161406	0.059593	0.117978	0.934554	1.173125	1.414214	1.332516	0.147874	0.328653	1.152745	0.167858	0.961414	1.414214	1.414214	0.419880	0.603024	1.770225	1.644272
YHP1	ms	3	0.686947	0.419448	0.399304	0.399698	0.529170	0.807698	0.261582	0.229703	0.246808	0.270714	0.636944	0.833693	0.480449	0.075603	0.091614	0.296593	0.535072	0.583314	0.628879	0.425162	0.215654	0.552277	0.487563	0.080500	0.562711	0.523974	0.593363	0.034473	0.424604	3.739662	2.126147
YHP1	ms	4	1.414214	0.068665	0.687536	0.182942	0.324976	0.933955	0.159184	0.514331	0.462570	0.739412	0.815037	0.809203	0.161205	0.017109	0.021736	0.072162	0.115397	0.376093	0.523875	0.287984	0.173406	0.242184	0.130036	0.323167	0.911215	0.136877	0.541881	0.209686	0.405573	2.213084	1.819126
YHP1	ms	5	0.353553	0.467791	0.175238	0.150886	0.173366	0.218249	0.124381	0.107413	0.137557	0.040124	0.376193	0.618621	0.544101	0.323826	0.297276	0.278711	0.222036	0.008212	0.310697	0.236614	0.031708	0.209648	0.353873	0.020147	0.008397	0.162965	0.153762	0.063870	0.220329	4.567056	3.450963
YOX1	ms	1	1.414214	0.874100	0.140120	0.274066	0.261049	0.135560	0.257679	0.319349	0.134608	1.078315	0.827138	0.438603	0.595678	0.746993	0.462629	0.005167	0.866424	0.385588	0.194099	1.312194	0.397899	0.173233	0.576107	0.500740	0.297250	0.030972	0.130418	0.035207	0.459478	3.021108	2.460285
YOX1	ms	2	0.000000	0.000000	1.414214	0.601357	0.803683	1.374272	1.038333	0.859431	0.393752	0.570366	0.863303	1.414214	0.451684	0.637481	0.603124	1.414214	1.414214	1.414214	1.414214	0.000000	0.000000	0.580111	0.344183	1.101143	1.414214	1.414214	1.414214	0.000000	0.819648	0.898890	1.133417
